PRODUCT_ID,ORDER_ID,CUSTOMER_ID,PRODUCT_CATEGORY_NAME,PAYMENT_VALUE,ORDER_DELIVERED_CUSTOMER_DATE,CUSTOMER_UNIQUE_ID,REVIEW_SCORE,CUSTOMER_CITY,RECENCY,FREQUENCY,MONETARY,RANK,R_Quartile,F_Quartile,M_Quartile,RFMScore,Type
2e511b5741ab14e7f5294df6f1310b03,4cd5aded458b2bb658108cfe0f705ab5,fed5b7561b589c773a4a7d7028d0ae9b,informatica_acessorios,236.84,2018-02-19 18:48:47,74ba3ec548ea09a1df6d06fd31072d71,5,faxinal dos guedes,239.0,2,473.68,5280.0,3,4,4,344,Regular
2e511b5741ab14e7f5294df6f1310b03,f299e3cfbddf9de401e1f1adf33cd788,487ed3b1b98379e4aa9ce58cf75c51be,informatica_acessorios,534.32,2018-03-05 16:25:12,33176de67c05eeed870fd49f234387a0,2,cachoeirinha,225.0,2,1068.64,1150.0,3,4,4,344,Regular
2e511b5741ab14e7f5294df6f1310b03,f299e3cfbddf9de401e1f1adf33cd788,487ed3b1b98379e4aa9ce58cf75c51be,informatica_acessorios,534.32,2018-03-05 16:25:12,33176de67c05eeed870fd49f234387a0,1,cachoeirinha,225.0,2,1068.64,1150.0,3,4,4,344,Regular
09c3d39641970009c198caed304ccfc4,b16a844a8a1b4998e1505f65a65d1e6a,1272872ac75fcbffe68e4cd8fbb48162,bebes,147.48,2018-05-08 17:36:37,12d8b5ed661190a3a08183644dfc504d,5,montanha,161.0,2,294.96,11447.0,3,4,4,344,Regular
ad0e74d7a7848008daa87492dff8db9f,594013e81f2c775b3fb2591f7e4bd4a9,653f5d3367160dc1985d939aa321a3bd,automotivo,129.71,2018-03-05 15:22:00,cdc8b0d152b868db7e28de59f642c94a,5,guarulhos,225.0,2,188.94,22605.5,3,4,4,344,Regular
ad0e74d7a7848008daa87492dff8db9f,594013e81f2c775b3fb2591f7e4bd4a9,653f5d3367160dc1985d939aa321a3bd,automotivo,59.23,2018-03-05 15:22:00,cdc8b0d152b868db7e28de59f642c94a,5,guarulhos,225.0,2,188.94,22605.5,3,4,4,344,Regular
3bcf64d8d26d6e06bd568d27fe31d8e8,7b9d2b13802cfc504efc515be768ee0f,908e309daba56744e5547669c5e0aff0,cama_mesa_banho,305.79,2018-05-04 20:38:52,c6e03a8f511b7765fd06c2bcf591f9e7,2,sao paulo,165.0,2,611.58,3587.0,3,4,4,344,Regular
d899300bb0834fde956e80ce7ca0c958,da0c01c648efe58143eae5e7c1a38ac0,2015241e524228a5d12b6653c3bfc94a,relogios_presentes,419.89,2018-05-08 01:28:48,68cfb2c12fe97983b3e00aac4c177eb1,1,sao paulo,162.0,2,839.78,1939.0,3,4,4,344,Regular
f28fd17099749b33b6e5081515b2e797,38878bafc676263af50211706ab39e7c,f665e06d0376b22d2ac11e29e369d6b1,cama_mesa_banho,175.94,2018-05-12 03:32:34,ab93b5411d105681f97717263e92d917,2,recife,158.0,2,351.88,8602.0,3,4,4,344,Regular
6a23ae3187f1dac41b7210a8c7739d6b,5b16597db46078bb77a52724f579a731,42d4162df2c934129e1f2a5b10fceb54,moveis_decoracao,161.86,2018-04-03 15:21:42,d692987a5b3a5b5c9eba6b5e4ff7aa76,1,campos dos goytacazes,196.0,3,485.58000000000004,5104.0,3,4,4,344,Regular
44d958961868395bfe852e70d48081f4,0540bf9189ef17aab470c4942f760e78,6e65c443e6d67127d9b1f0d14be75617,brinquedos,160.14,2018-03-25 16:02:08,17b02657b33d70c10696d941d13080ad,1,sao paulo,205.0,3,480.41999999999996,5161.0,3,4,4,344,Regular
593236d0ff46b4299b4787fb8d43f7f0,53e134c152888a0bc7fe1da0dd4cee0f,ecbecd6ba589b89e56db7f5b74d387d0,industria_comercio_e_negocios,234.44,2018-02-27 17:39:11,b0ac5b393b78a6e8185fd3acb154748d,5,marau,231.0,2,468.88,5379.0,3,4,4,344,Regular
060ea530ba6184d49f7b1cc031c4c97e,5efc0b7fe9df7f0c567404abaa4d25fc,c9b6ccc9f42e3ac60bb09a0f53a09973,cama_mesa_banho,469.2,2018-04-02 22:10:54,83c6462cf9b51c26d6102ac0c48a1100,3,maringa,197.0,6,2815.2,100.0,3,4,4,344,Regular
a878ce3514b37e8bfeac8f881438b775,6068425eef94486cf980570a1e00b58c,1d0c4d56d5c41a141201ea8df99e59bc,cama_mesa_banho,100.0,2018-05-03 10:29:51,fcda364be74555da695b4afe5166c2b1,4,capitao,167.0,4,293.0,11542.0,3,4,4,344,Regular
a878ce3514b37e8bfeac8f881438b775,6068425eef94486cf980570a1e00b58c,1d0c4d56d5c41a141201ea8df99e59bc,cama_mesa_banho,46.5,2018-05-03 10:29:51,fcda364be74555da695b4afe5166c2b1,4,capitao,167.0,4,293.0,11542.0,3,4,4,344,Regular
61a53738adc5c0e8d243553320f9ba1c,83f0c4c6b1a3c31214ca8266dc888258,17f9863585a471e9ffe77c4d4f26ecea,esporte_lazer,708.28,2018-02-21 23:33:12,d4336c36fbe83d4668606c4361932e1d,1,peruibe,237.0,2,1416.56,622.0,3,4,4,344,Regular
0fa0bd7ef862a1a28d6cd9701fc97f6c,7818b170346d35f9686abf606d8d0b53,8a908429ab808be823f1df65872d1bcb,instrumentos_musicais,179.63,2018-03-31 11:02:21,2cb966b13bda674a78859d834f319e3b,1,campinas,200.0,2,359.26,8310.0,3,4,4,344,Regular
bfae0d55eef43da69474aadac456cbe4,64dca5c8f3f8a2c183455337d46ce896,316c698bdf2ad2046b2a3b5fcf9a4fcf,esporte_lazer,98.13,2018-04-11 11:38:47,8ce850b1551ba024f4b3a8f1324d82ce,3,marilandia,189.0,2,198.13,20885.0,3,4,4,344,Regular
bfae0d55eef43da69474aadac456cbe4,64dca5c8f3f8a2c183455337d46ce896,316c698bdf2ad2046b2a3b5fcf9a4fcf,esporte_lazer,100.0,2018-04-11 11:38:47,8ce850b1551ba024f4b3a8f1324d82ce,3,marilandia,189.0,2,198.13,20885.0,3,4,4,344,Regular
53b36df67ebb7c41585e8d54d6772e08,b05ccefa0dbc75b1e0307c4da1cdb772,33b227a9e9ab376b81f76585279e3dd1,relogios_presentes,226.07,2018-05-07 15:12:15,5232e2bc3a7efa19db39982eac1fe7fe,1,paulista,162.0,3,678.21,2928.0,3,4,4,344,Regular
53b36df67ebb7c41585e8d54d6772e08,bbfcb9e2e2d656df90c1e837f5f47c09,8445a2ff04289c3f6c1d70dc60374f4c,relogios_presentes,242.56,2018-05-09 14:46:41,3401b2c012028523ff2264050b7f68b3,5,dourados,160.0,2,485.12,5111.0,3,4,4,344,Regular
4a0c2a56e65c941a0bb9874c47dd66d8,03eba6d9fef8f5b3e811d4b5a7cca9cd,08e7487578bd3fb98d11c5d95f1e5db5,cama_mesa_banho,102.83,2018-02-22 14:43:51,32cbbf7b9770feb67a514300686f5485,4,matias barbosa,236.0,2,205.66,19750.0,3,4,4,344,Regular
4a0c2a56e65c941a0bb9874c47dd66d8,03eba6d9fef8f5b3e811d4b5a7cca9cd,08e7487578bd3fb98d11c5d95f1e5db5,cama_mesa_banho,102.83,2018-02-22 14:43:51,32cbbf7b9770feb67a514300686f5485,5,matias barbosa,236.0,2,205.66,19750.0,3,4,4,344,Regular
3ac52f93c2299daa201fbb7ff36546f7,1d8aaa7ab5a5877605cca6876f13e9b3,3ea4da2f3447247b3d78cfe6c43a637a,informatica_acessorios,135.74,2018-04-10 01:22:50,79d5efcb0bea6596549bf4d3942f031a,3,maceio,190.0,2,271.48,12822.5,3,4,4,344,Regular
7aeaa8f3e592e380c420e8910a717255,bbabc62c81566b606962e10a6f96e9c0,2534e2124e770cb87fe5b07db2b63b3b,eletrodomesticos,213.65,2018-04-19 01:58:35,c2216192a04342b27d7d02b579f099d5,5,gramado,181.0,2,350.09000000000003,8669.0,3,4,4,344,Regular
7aeaa8f3e592e380c420e8910a717255,bbabc62c81566b606962e10a6f96e9c0,2534e2124e770cb87fe5b07db2b63b3b,eletrodomesticos,136.44,2018-04-19 01:58:35,c2216192a04342b27d7d02b579f099d5,5,gramado,181.0,2,350.09000000000003,8669.0,3,4,4,344,Regular
385a33a408e9c35c9fbc2025c12f3784,688e3682bd719f71232cc322252fb045,ebe643e3568fed9b2884fa21846e945a,informatica_acessorios,107.95,2018-03-06 18:39:06,2b161eaf4956b131691842e87b3c39c7,4,valinhos,224.0,2,215.9,18218.0,3,4,4,344,Regular
385a33a408e9c35c9fbc2025c12f3784,688e3682bd719f71232cc322252fb045,ebe643e3568fed9b2884fa21846e945a,informatica_acessorios,107.95,2018-03-06 18:39:06,2b161eaf4956b131691842e87b3c39c7,5,valinhos,224.0,2,215.9,18218.0,3,4,4,344,Regular
124a15d998dfe011681819d7c792f7bb,9ddcbdcbc4aaaf0fb65bd81df074f5a8,96e3ec2c47f9d428e77fd73f5a6b8c2d,beleza_saude,52.35,2018-02-20 23:22:19,88c6ce584cdfe43ac18118a3fff7bb32,5,petropolis,238.0,4,288.02,11797.5,3,4,4,344,Regular
124a15d998dfe011681819d7c792f7bb,9ddcbdcbc4aaaf0fb65bd81df074f5a8,96e3ec2c47f9d428e77fd73f5a6b8c2d,beleza_saude,91.66,2018-02-20 23:22:19,88c6ce584cdfe43ac18118a3fff7bb32,5,petropolis,238.0,4,288.02,11797.5,3,4,4,344,Regular
23b3e6e0aafa806f323de78534212b67,e0614e688d081a4fde76eae315bf2101,bd5c7a1c15c5bcacfd42c6edc9e8209c,construcao_ferramentas_jardim,324.59,2018-03-28 21:14:21,f5cfaa005ccaf9be67c00b7e559ea47b,1,ananindeua,202.0,2,649.18,3169.0,3,4,4,344,Regular
5c17022eddee34a164a87606a586dd8b,2c6c5c881336bcec2d8c89cb05184a81,8cb759609b468ec8d01195f328535068,moveis_decoracao,198.43,2018-04-03 22:22:43,32c050ea3af0bf160de1209adfb922eb,3,niteroi,196.0,2,396.86,7033.5,3,4,4,344,Regular
17597731049645b4a7cd01de0b4188d5,43d8ceec1139cb3e75a6ab9d25e2e6f6,25d44c03117c35e592017d6361154a4d,brinquedos,199.47,2018-04-12 22:50:58,4d481e054ecf26fc64cd15f677547534,5,cachoeirinha,187.0,2,299.47,11194.0,3,4,4,344,Regular
17597731049645b4a7cd01de0b4188d5,43d8ceec1139cb3e75a6ab9d25e2e6f6,25d44c03117c35e592017d6361154a4d,brinquedos,100.0,2018-04-12 22:50:58,4d481e054ecf26fc64cd15f677547534,5,cachoeirinha,187.0,2,299.47,11194.0,3,4,4,344,Regular
d0c59b22539b0b391e5834a1dae7caa8,9386d40609a844441d3fc71a2d763aeb,7743f235e69a51423e995b0682ac8c95,brinquedos,151.33,2018-02-21 20:36:59,cc097b7f1ae9afd594807d0dd7108448,3,erechim,237.0,2,302.66,11059.5,3,4,4,344,Regular
da37b504ecf6099b4f8af452ebdab0cc,3caf494d4c5d2bd8d542138e316ad680,b4431c0d23dfe71e608a3e723ad5c1a0,bebes,458.38,2018-05-11 00:19:22,97354adbd0f6a51d9c26ba45f72e5374,1,santa luzia,159.0,2,916.76,1587.0,3,4,4,344,Regular
29e4631be78811ab993ae12613053b53,69a2e27fe34392681b7b5ab9c5aea437,5c7166c05e0f11daa658c0e853141ec8,automotivo,323.0,2018-02-16 22:09:00,271d3cdd872021b1b6669ad93e8b856b,5,carapicuiba,242.0,2,646.0,3204.5,3,4,4,344,Regular
812f428f6757ab16c46cffc68f2e90c5,0f14db1abb2772e95d78a72c30d69678,3563b65918969aa4770325856ec0c256,moveis_decoracao,155.6,2018-04-20 20:19:12,6dcf48fcc0c4d96dd7af8a0897ae9de8,3,florianopolis,179.0,4,418.09999999999997,6438.0,3,4,4,344,Regular
812f428f6757ab16c46cffc68f2e90c5,0f14db1abb2772e95d78a72c30d69678,3563b65918969aa4770325856ec0c256,moveis_decoracao,53.45,2018-04-20 20:19:12,6dcf48fcc0c4d96dd7af8a0897ae9de8,3,florianopolis,179.0,4,418.09999999999997,6438.0,3,4,4,344,Regular
b520bae2a8c9790cac40196cb2025283,d883754340c635b6b1946e3db8b33ceb,7f5f7aedabf1db3434414b19470fd942,moveis_decoracao,134.1,2018-04-28 18:42:32,255f932a01554ee603c0c788f2c5705c,3,salvador,171.0,2,268.2,13042.5,3,4,4,344,Regular
40f9995eecfc68f54991ca49582e9885,55f8a030ae34836632355176608c7314,6c4f1f1c4c39dc8ccd561f4f0c2135b3,telefonia,125.44,2018-02-03 00:02:52,b39fb81ffe4567441ce76b6f29550d04,1,santa rita do passa quatro,256.0,2,250.88,14402.5,3,4,4,344,Regular
bd9fca6bf4bdcbf4094d7bc11415dfe5,be8b6bb87fabe5bece6e7a3ecc1f1f8d,403c76bf4d3111f8c5518ef8ae0349b6,eletroportateis,774.47,2018-04-25 19:44:57,679539028487c610a89de1494fef40da,1,porto alegre,174.0,2,1431.33,601.0,3,4,4,344,Regular
bd9fca6bf4bdcbf4094d7bc11415dfe5,be8b6bb87fabe5bece6e7a3ecc1f1f8d,403c76bf4d3111f8c5518ef8ae0349b6,eletroportateis,656.86,2018-04-25 19:44:57,679539028487c610a89de1494fef40da,1,porto alegre,174.0,2,1431.33,601.0,3,4,4,344,Regular
a9bd39d11fe4d2d378c44eee9b11d9ce,94f522c26f2681ad053b999e34e7b317,fd92e79c1dfcd1ddae4d4630fef5bb7e,cama_mesa_banho,210.01,2018-04-05 22:16:26,c49c236a96f8e5b983ce6467af4317b9,2,porto real,194.0,2,420.02,6365.5,3,4,4,344,Regular
a9bd39d11fe4d2d378c44eee9b11d9ce,94f522c26f2681ad053b999e34e7b317,fd92e79c1dfcd1ddae4d4630fef5bb7e,cama_mesa_banho,210.01,2018-04-05 22:16:26,c49c236a96f8e5b983ce6467af4317b9,3,porto real,194.0,2,420.02,6365.5,3,4,4,344,Regular
2012a57204f00f8fd57f8196130bee26,1c19fe562ab8176385b8e5fb6566aea2,06d99479baac3413561b21bd7ac27767,cama_mesa_banho,135.66,2018-05-07 19:26:36,55e2a75ae371722e048b5e9ef87e83c3,5,sao paulo,162.0,2,271.32,12836.0,3,4,4,344,Regular
70906e04da1eebf3d1b8791bd09ffe85,4cd5aded458b2bb658108cfe0f705ab5,fed5b7561b589c773a4a7d7028d0ae9b,informatica_acessorios,236.84,2018-02-19 18:48:47,74ba3ec548ea09a1df6d06fd31072d71,5,faxinal dos guedes,239.0,2,473.68,5280.0,3,4,4,344,Regular
962a6951154f98f2c8e9a5b8b2bcf4a9,220d51765a0cb5fd731934046856d5bb,44edfdeb25a4a533df2761f27356f204,moveis_decoracao,573.0,2018-04-18 16:46:51,722b1837fb9030936fd0529864ce186d,1,miracatu,181.0,2,1146.0,1004.0,3,4,4,344,Regular
a6a5c394a9908ba4b34f50ce6bbb3465,1f70d88d8d6e9880a9e50ee78420c24c,bb24d17eeb70555031e8a703ca441320,moveis_decoracao,134.46,2018-04-26 15:41:07,89d8c3677e8676d5f5ce7ee3efb3dfd3,1,severinia,173.0,2,268.92,12993.0,3,4,4,344,Regular
a5ff20b029ac4a8efcb652a53f640ce1,ebf78ae12a9ecd09503c7d2f5c46e77b,f40e11fcab48bea5f847eff467a841a0,esporte_lazer,210.45,2018-02-16 02:43:35,15b7e0241ca7d100323c22175cb50d74,5,sao jose do vale do rio preto,243.0,2,420.9,6337.5,3,4,4,344,Regular
d7afbba2a75a596c3a917abe0efd5f5a,43b68bc17b7182a73f19829a1cbd4333,8f65470a3b714b3a99454dc4cf3610e8,cool_stuff,151.98,2018-02-25 10:35:08,9a8b7a30b4598a9714ba770d034a3d89,1,sao joao de meriti,234.0,4,308.64,10769.0,3,4,4,344,Regular
d7afbba2a75a596c3a917abe0efd5f5a,43b68bc17b7182a73f19829a1cbd4333,8f65470a3b714b3a99454dc4cf3610e8,cool_stuff,2.34,2018-02-25 10:35:08,9a8b7a30b4598a9714ba770d034a3d89,1,sao joao de meriti,234.0,4,308.64,10769.0,3,4,4,344,Regular
e83e5f5ff7ef69f7a09c848795df56a7,d4de2912c79702221bd12d642b18e49f,00c2781c163b9f057924ed8c45c724d4,cama_mesa_banho,558.92,2018-02-09 19:59:05,e3170caa179176b49f1265ffde5c27fc,1,contagem,249.0,2,1117.84,1068.0,3,4,4,344,Regular
18fa9cc25ea8b54f32d029f261673c0f,d8ff321383376dc17f0dc69b56fecffe,c44591b0739eb5323ce32b31619a6396,construcao_ferramentas_construcao,484.68,2018-02-16 17:16:55,fb8c74f4449e5a62e3c1296f75304ae1,3,alfenas,242.0,4,1938.72,302.0,3,4,4,344,Regular
77922dd87928c2cf9225946dac2a27a7,357faf30d677dbe3c31a345f7026a6bb,ae0b6f32627e6336a10fda276da71881,moveis_decoracao,227.58,2018-03-20 11:07:31,26f06401a5374fd3d26b6eed06af675f,1,piranguinho,211.0,3,682.74,2898.0,3,4,4,344,Regular
ec72556b5da399d24fe06338e816a9ac,6e60346a3ee3876c1e4bc89c597ffcb8,2231986257f0ec3bf5abbc49d3320e9b,papelaria,123.59,2018-05-15 13:12:19,d8512697dee9c887444a41d7a3125ff8,5,sapiranga,155.0,2,247.18,14708.0,3,4,4,344,Regular
b53f20c2b12a4b9821ce57f46a7d1cae,bddbca2d48a961d74fe81de8febf9a73,0c90e2e49b87f3b84262ad7f6f7b11af,esporte_lazer,180.49,2018-03-27 18:09:02,fbed0fde7eb2b367863b9c434efe62a3,1,blumenau,203.0,2,360.98,8255.0,3,4,4,344,Regular
446a112adf10992c2e26eb566a68bd46,36138672074a247040d772897526e427,eb097f0bc1c67934f3172862f49f082d,cama_mesa_banho,125.44,2018-05-10 20:27:04,3932bd59c5d6ff8874b63212ecb459f0,5,sao paulo,159.0,2,250.88,14402.5,3,4,4,344,Regular
446a112adf10992c2e26eb566a68bd46,6369478ccc25c089500c88305545244b,eb4201ee621ab44ff61deab8ce0e2ee9,cama_mesa_banho,112.44,2018-04-27 19:54:33,79fd243f3f81176107a29b2036579ce6,5,guaiba,172.0,2,224.88,16974.0,3,4,4,344,Regular
83b92639fffd1d55c9e04c77c86d8d2c,095e9e0811476409362d72fa70d73a6c,1ec264df7a63b93ee299b3e17c356e3b,informatica_acessorios,99.01,2018-02-19 21:19:20,623674d39fd0350df92b1f91c469ba39,3,rio de janeiro,239.0,2,198.02,20913.5,3,4,4,344,Regular
83b92639fffd1d55c9e04c77c86d8d2c,095e9e0811476409362d72fa70d73a6c,1ec264df7a63b93ee299b3e17c356e3b,informatica_acessorios,99.01,2018-02-19 21:19:20,623674d39fd0350df92b1f91c469ba39,5,rio de janeiro,239.0,2,198.02,20913.5,3,4,4,344,Regular
ead3077a141a9c800d6a4bb9d0d415b6,2b4d04cfb81d2dbb1ab48f9e2a7ac6b9,08a0a61f98f22952682f7e463ef2d43e,cama_mesa_banho,208.68,2018-03-23 21:54:48,478098554da8910383d47ec3788a9905,1,ourinhos,207.0,2,417.36,6470.0,3,4,4,344,Regular
ead3077a141a9c800d6a4bb9d0d415b6,354f93e9f4da886ed48d1add590d8d37,85706d8fd13e45bbdd93f89b557e3386,cama_mesa_banho,122.06,2018-05-11 14:43:39,f41497372beabe3d20481a43672ef2d7,5,taboao da serra,158.0,2,244.12,14987.0,3,4,4,344,Regular
86332b1229c41aeb4ab9d85472de3ed9,085505e898297808653c70305ae11f47,956cc3292d13bea359eaf6683f410bf6,cama_mesa_banho,597.79,2018-02-07 09:39:23,b4a2566d92e7d3dd3e4b5dd74f970824,5,lins,252.0,3,1793.37,368.0,3,4,4,344,Regular
7aa666012fbfab4464142b1055b9e1d5,c35fae60290d46aa0431b8c887c3a8c7,cb7a6f9242f8a283bcd9c6047ae5c8a4,cama_mesa_banho,388.0,2018-05-07 22:06:25,a4e9d1568df5584556b6a4d871095249,1,itupeva,162.0,4,1552.0,505.0,3,4,4,344,Regular
980f472a1354c8366960f7c4528c470e,31f280f556b8d9944ab746adcfcc7d83,3d8fdd99e18dff4cc13218d33846b2d9,beleza_saude,152.33,2018-04-19 21:26:30,42179b7841b5d9d16061945876a789f8,4,dom pedro,180.0,2,304.66,10982.0,3,4,4,344,Regular
20ed63974a9207895b4e56993e5a9a3c,f572e229540954ce62e0f8d20cdad2f2,621db81dd0257835e7dbb90e5305c687,moveis_decoracao,206.47,2018-05-14 14:55:19,3d987951980db0e743ed51b4aa0afdc6,5,maringa,155.0,2,412.94,6616.5,3,4,4,344,Regular
63094ac128b54dd72d511043411df079,8af5834451865606adcc31b165d6ae54,2a6179cf815c302b5b94a2bab0af39d4,fashion_bolsas_e_acessorios,839.77,2018-02-16 18:32:12,397b44d5bb99eabf54ea9c2b41ebb905,5,niteroi,242.0,3,2519.31,134.0,3,4,4,344,Regular
cc5447118c174dcc6456c84ccb29e6f7,e57e73a70eae13788da4c7fd3b96ed0b,b6962ceab2ca52d9e458afa14256dc02,perfumaria,273.69,2018-05-08 15:33:51,df16ebe187653747ab50f3503a514255,1,catanduva,161.0,2,547.38,4295.0,3,4,4,344,Regular
cf1d8e226162a1d0ad61f29b7ed72d82,e6ed38386107802a72ec8197195f79a7,7f3a050ba677bbe9c55a06687d767c94,market_place,240.52,2018-03-29 18:23:51,6338ba4278cdec01ef48d5b26ae97dbc,1,maceio,201.0,2,481.04,5156.0,3,4,4,344,Regular
0105b5323d24fc655f73052694dbbb3a,d7ae3c10c3a4c7a721e64ba401ee745b,8622c629a0890a4ca20d1e7016e1a613,pc_gamer,187.56,2018-03-03 17:42:36,11b47516f8f6a42105b9807903ede333,1,queimados,227.0,2,375.12,7689.5,3,4,4,344,Regular
8f7ae8d7845cdabafb4b6f20d8bc5a43,b5d3a4b81af25c152a2b6938ed054942,1b866cf3a2f6c85e99d9b07c73951689,esporte_lazer,439.05,2018-05-02 23:03:37,c77dcf1fc66bff10f3dfc9a8113a995b,5,brasilia,167.0,2,878.1,1740.0,3,4,4,344,Regular
53c61580d8e5c4941a358ee0335c1d5c,fcdc46a7ff9860879adcb5c85eefd7b3,4fec1b7b504742ac7810b60fad1af235,construcao_ferramentas_jardim,143.04,2018-03-15 16:19:39,e4ff80fbd521c6f58655bd10d205479f,4,santa gertrudes,215.0,3,429.12,6162.5,3,4,4,344,Regular
db56f6d2b04c89eae4daba188842fd7b,688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,malas_acessorios,346.09,2018-04-24 19:31:58,0e764fc1a13e47e900c3d59a989753e8,4,juiz de fora,175.0,2,692.18,2825.0,3,4,4,344,Regular
8e26e1c242d575871d8074986b625bfa,c86cd0844d36479f7e7adb1edd5e59d3,6e2e17641815b48dd565b5c6506a4891,cama_mesa_banho,123.21,2018-03-29 23:19:49,384d6654ad80e9f1426b7a4ef9e40997,3,paulinia,201.0,2,246.42,14773.0,3,4,4,344,Regular
8e26e1c242d575871d8074986b625bfa,c86cd0844d36479f7e7adb1edd5e59d3,6e2e17641815b48dd565b5c6506a4891,cama_mesa_banho,123.21,2018-03-29 23:19:49,384d6654ad80e9f1426b7a4ef9e40997,4,paulinia,201.0,2,246.42,14773.0,3,4,4,344,Regular
a79c0d179a6de79b23a81b64b3980c04,28c723236c59abdde8cca758e1afd07a,5d0244490e084d6d7c6bdcfd15d34aaf,cama_mesa_banho,149.38,2018-02-17 15:29:37,8a7f96e72bededa72b184408111db3f3,1,santos,241.0,2,298.76,11228.0,3,4,4,344,Regular
